payment_id,order_id,payment_date,payment_method,payment_status,amount
43330,43330,2023-01-12,UPI,Completed,84358.21
43331,43331,2024-12-05,Wallet,Completed,122930.26
43332,43332,2023-08-21,Debit Card,Completed,125827.02
43333,43333,2026-04-21,Credit Card,Completed,127296.09
43334,43334,2023-07-12,Credit Card,Completed,110427.93
43335,43335,2022-07-25,UPI,Completed,27476.32
43336,43336,2023-12-06,COD,Completed,16307.14
43337,43337,2024-04-14,Wallet,Completed,12979.78
43338,43338,2025-08-25,UPI,Completed,135267.49
43339,43339,2024-02-29,Credit Card,Completed,19909.16
43340,43340,2022-06-10,Wallet,Completed,148569.67
43341,43341,2023-08-30,UPI,Completed,126262.22
43342,43342,2024-06-13,UPI,Completed,75170.72
43343,43343,2023-01-08,UPI,Completed,11267.66
43344,43344,2025-01-06,Credit Card,Completed,96595.37
43345,43345,2024-11-26,UPI,Completed,145861.06
43346,43346,2024-10-03,UPI,Completed,46827.24
43347,43347,2023-07-01,COD,Completed,103072.11
43348,43348,2026-03-06,COD,Completed,34923.94
43349,43349,2025-08-17,UPI,Completed,103779.48
43350,43350,2025-06-04,COD,Completed,71263.84
43351,43351,2023-01-12,UPI,Completed,105851.24
43352,43352,2025-04-14,Credit Card,Completed,90291.08
43353,43353,2023-11-27,Debit Card,Completed,131633.13
43354,43354,2023-04-25,UPI,Completed,141762.78
43355,43355,2022-12-10,UPI,Completed,15289.87
43356,43356,2026-01-08,Debit Card,Completed,131876.87
43357,43357,2025-02-28,Wallet,Completed,89063.25
43358,43358,2022-01-20,COD,Completed,52958.61
43359,43359,2025-09-07,COD,Completed,125357.3
43360,43360,2023-10-21,Credit Card,Completed,99255.12
43361,43361,2024-04-24,UPI,Completed,104349.26
43362,43362,2023-11-23,COD,Completed,64378.2
43363,43363,2023-12-21,COD,Completed,17318.59
43364,43364,2023-06-27,COD,Completed,138650.48
43365,43365,2022-09-30,COD,Completed,85327.27
43366,43366,2026-01-16,UPI,Completed,4269.05
43367,43367,2022-06-07,COD,Completed,148491.56
43368,43368,2025-12-14,Wallet,Completed,30747.54
43369,43369,2026-01-21,Debit Card,Completed,108901.47
43370,43370,2022-09-14,UPI,Completed,85152.23
43371,43371,2025-03-18,UPI,Completed,116422.65
43372,43372,2022-03-22,COD,Completed,40010.76
43373,43373,2024-12-07,COD,Completed,79025.62
43374,43374,2024-04-27,COD,Completed,17605.7
43375,43375,2023-09-02,Credit Card,Completed,106359.12
43376,43376,2025-04-14,Wallet,Completed,51037.08
43377,43377,2024-11-24,COD,Completed,140208.65
43378,43378,2023-10-12,Wallet,Completed,142232.31
43379,43379,2025-04-09,UPI,Completed,96435.59
43380,43380,2025-01-27,Credit Card,Completed,5983.4
43381,43381,2023-02-16,Credit Card,Completed,45663.64
43382,43382,2025-11-20,COD,Completed,68453.73
43383,43383,2025-01-19,Wallet,Completed,68310.05
43384,43384,2025-11-25,Debit Card,Completed,11171.3
43385,43385,2022-04-15,Debit Card,Completed,110249.58
43386,43386,2024-06-24,COD,Completed,15865.09
43387,43387,2023-02-28,Debit Card,Completed,2192.63
43388,43388,2026-01-20,Credit Card,Completed,5546.71
43389,43389,2022-11-30,Debit Card,Completed,45818.23
43390,43390,2023-01-27,Credit Card,Completed,29884.13
43391,43391,2022-07-15,COD,Completed,122488.23
43392,43392,2023-07-09,Debit Card,Completed,131778.84
43393,43393,2026-04-23,Debit Card,Completed,104888.24
43394,43394,2023-04-25,UPI,Completed,27970.55
43395,43395,2024-08-09,Debit Card,Completed,1731.6
43396,43396,2022-03-28,Wallet,Completed,73535.42
43397,43397,2026-01-14,COD,Completed,149760.38
43398,43398,2022-03-13,Wallet,Completed,76293.0
43399,43399,2023-05-28,Wallet,Completed,125196.85
43400,43400,2022-09-11,UPI,Completed,103559.99
43401,43401,2022-01-07,Wallet,Completed,65266.95
43402,43402,2025-12-28,Wallet,Completed,61078.08
43403,43403,2023-06-24,Wallet,Completed,121854.09
43404,43404,2024-09-12,Wallet,Completed,68601.95
43405,43405,2022-03-24,Credit Card,Completed,104471.62
43406,43406,2025-07-27,Wallet,Completed,1091.48
43407,43407,2023-04-05,Wallet,Completed,118755.06
43408,43408,2024-04-29,Credit Card,Completed,85087.91
43409,43409,2024-12-29,COD,Completed,98539.52
43410,43410,2025-02-17,Credit Card,Completed,101661.24
43411,43411,2023-12-06,Credit Card,Completed,142769.38
43412,43412,2023-07-23,COD,Completed,77612.64
43413,43413,2024-11-04,Wallet,Completed,62178.55
43414,43414,2022-10-08,Debit Card,Completed,79251.58
43415,43415,2023-11-27,UPI,Completed,47650.8
43416,43416,2025-02-19,Debit Card,Completed,87361.7
43417,43417,2022-12-15,Wallet,Completed,64585.46
43418,43418,2023-03-11,Wallet,Completed,149207.44
43419,43419,2024-08-10,Debit Card,Completed,121414.69
43420,43420,2022-01-22,UPI,Completed,18446.87
43421,43421,2023-03-27,Credit Card,Completed,13811.26
43422,43422,2024-08-06,Wallet,Completed,109252.86
43423,43423,2022-11-26,Credit Card,Completed,110482.54
43424,43424,2022-05-09,Debit Card,Completed,109878.62
43425,43425,2022-03-05,COD,Completed,3146.52
43426,43426,2024-10-20,Debit Card,Completed,116643.83
43427,43427,2024-12-14,Debit Card,Completed,105131.52
43428,43428,2022-09-13,Credit Card,Completed,84638.64
43429,43429,2023-04-13,Credit Card,Completed,123159.29
43430,43430,2026-02-14,COD,Completed,142935.44
43431,43431,2024-12-19,Credit Card,Completed,140223.75
43432,43432,2024-05-25,Credit Card,Completed,41861.26
43433,43433,2023-07-26,Credit Card,Completed,145378.23
43434,43434,2024-03-11,Debit Card,Completed,35933.08
43435,43435,2025-07-05,UPI,Completed,17991.31
43436,43436,2024-09-18,Wallet,Completed,139771.47
43437,43437,2026-02-26,Debit Card,Completed,126764.58
43438,43438,2022-08-30,Debit Card,Completed,55448.07
43439,43439,2022-09-02,UPI,Completed,38899.26
43440,43440,2023-10-17,Wallet,Completed,21602.2
43441,43441,2024-10-19,Wallet,Completed,95975.1
43442,43442,2025-08-20,UPI,Completed,22281.67
43443,43443,2024-09-22,UPI,Completed,149766.9
43444,43444,2023-03-01,Debit Card,Completed,119038.07
43445,43445,2025-09-26,Debit Card,Completed,111279.03
43446,43446,2022-03-17,Wallet,Completed,146381.44
43447,43447,2023-05-25,UPI,Completed,121392.39
43448,43448,2026-05-04,Credit Card,Completed,8757.53
43449,43449,2025-10-13,Debit Card,Completed,40158.04
43450,43450,2026-05-01,Wallet,Completed,124368.13
43451,43451,2023-03-07,Debit Card,Completed,46309.87
43452,43452,2026-03-25,Credit Card,Completed,53801.86
43453,43453,2022-04-11,Debit Card,Completed,4285.34
43454,43454,2022-07-28,Debit Card,Completed,127934.87
43455,43455,2025-02-25,UPI,Completed,139930.64
43456,43456,2022-11-12,COD,Completed,52716.26
43457,43457,2024-05-09,COD,Completed,98863.86
43458,43458,2023-08-23,COD,Completed,50586.64
43459,43459,2024-04-14,Debit Card,Completed,261.33
43460,43460,2023-08-07,Debit Card,Completed,80950.93
43461,43461,2025-08-17,Wallet,Completed,131826.54
43462,43462,2024-08-28,UPI,Completed,148722.54
43463,43463,2023-01-04,COD,Completed,90858.36
43464,43464,2022-06-23,Debit Card,Completed,37756.24
43465,43465,2022-02-28,Credit Card,Completed,63703.77
43466,43466,2022-10-03,Credit Card,Completed,111452.56
43467,43467,2026-03-06,UPI,Completed,118630.57
43468,43468,2022-12-12,UPI,Completed,114169.35
43469,43469,2024-06-24,Credit Card,Completed,38050.89
43470,43470,2024-12-27,COD,Completed,80909.19
43471,43471,2026-05-02,UPI,Completed,133596.44
43472,43472,2024-11-05,COD,Completed,120749.16
43473,43473,2023-12-05,Credit Card,Completed,127670.57
43474,43474,2023-10-06,Wallet,Completed,145111.96
43475,43475,2023-03-24,UPI,Completed,61195.92
43476,43476,2023-02-20,Debit Card,Completed,4795.01
43477,43477,2025-11-22,COD,Completed,143032.71
43478,43478,2025-04-25,Wallet,Completed,135883.51
43479,43479,2023-12-28,Wallet,Completed,120508.81
43480,43480,2022-12-31,UPI,Completed,80564.17
43481,43481,2024-09-21,Wallet,Completed,42477.88
43482,43482,2022-06-02,COD,Completed,90522.73
43483,43483,2024-10-06,COD,Completed,113574.95
43484,43484,2025-01-15,Wallet,Completed,130276.57
43485,43485,2024-11-13,Debit Card,Completed,71026.45
43486,43486,2026-02-22,Credit Card,Completed,83934.31
43487,43487,2023-09-01,COD,Completed,129495.25
43488,43488,2023-11-21,COD,Completed,41183.5
43489,43489,2023-04-19,Credit Card,Completed,42697.55
43490,43490,2025-10-01,COD,Completed,141504.61
43491,43491,2022-08-02,COD,Completed,3936.44
43492,43492,2025-04-06,COD,Completed,98049.2
43493,43493,2023-01-31,Wallet,Completed,42546.81
43494,43494,2022-03-10,Wallet,Completed,144397.31
43495,43495,2023-05-19,UPI,Completed,21041.58
43496,43496,2024-10-06,Credit Card,Completed,136665.9
43497,43497,2023-03-28,UPI,Completed,127801.14
43498,43498,2023-08-01,Debit Card,Completed,39093.63
43499,43499,2024-09-13,COD,Completed,28086.71
43500,43500,2024-02-20,UPI,Completed,5943.51
43501,43501,2025-10-25,COD,Completed,39798.04
43502,43502,2025-04-18,COD,Completed,96130.59
43503,43503,2023-09-29,COD,Completed,21485.62
43504,43504,2025-04-02,Credit Card,Completed,129079.21
43505,43505,2025-07-12,Credit Card,Completed,126676.7
43506,43506,2022-12-07,Wallet,Completed,101682.44
43507,43507,2022-04-10,UPI,Completed,126317.07
43508,43508,2023-10-22,Debit Card,Completed,102537.91
43509,43509,2025-08-24,Wallet,Completed,18261.19
43510,43510,2023-02-12,Credit Card,Completed,75798.46
43511,43511,2022-07-14,UPI,Completed,143411.39
43512,43512,2024-12-03,Wallet,Completed,131748.39
43513,43513,2023-06-02,Debit Card,Completed,103331.33
43514,43514,2025-12-04,COD,Completed,101098.39
43515,43515,2024-03-27,Wallet,Completed,6594.81
43516,43516,2024-05-10,Wallet,Completed,76100.78
43517,43517,2022-07-04,COD,Completed,44415.56
43518,43518,2024-02-26,Wallet,Completed,47116.32
43519,43519,2023-04-14,COD,Completed,29687.06
43520,43520,2022-05-29,Credit Card,Completed,68533.77
43521,43521,2024-04-28,COD,Completed,9446.22
43522,43522,2023-07-22,Credit Card,Completed,142363.22
43523,43523,2022-09-08,UPI,Completed,87163.69
43524,43524,2023-09-28,Debit Card,Completed,49611.82
43525,43525,2024-01-23,COD,Completed,29383.53
43526,43526,2025-05-05,UPI,Completed,11460.05
43527,43527,2024-09-24,COD,Completed,134305.42
43528,43528,2022-03-21,Debit Card,Completed,36932.8
43529,43529,2024-07-12,Wallet,Completed,143741.96
43530,43530,2024-10-29,Wallet,Completed,42027.05
43531,43531,2026-03-18,Debit Card,Completed,124068.09
43532,43532,2022-07-11,Debit Card,Completed,5297.1
43533,43533,2022-04-07,Debit Card,Completed,132976.42
43534,43534,2025-01-13,COD,Completed,94677.38
43535,43535,2023-03-15,Debit Card,Completed,64581.88
43536,43536,2022-11-06,Wallet,Completed,118221.44
43537,43537,2025-11-27,UPI,Completed,15860.65
43538,43538,2025-06-20,Credit Card,Completed,99721.89
43539,43539,2022-06-28,Debit Card,Completed,146866.74
43540,43540,2023-09-24,Debit Card,Completed,25652.01
43541,43541,2025-10-07,Credit Card,Completed,71601.67
43542,43542,2022-11-18,COD,Completed,3965.92
43543,43543,2024-06-04,UPI,Completed,7297.59
43544,43544,2022-11-10,Credit Card,Completed,72761.72
43545,43545,2022-11-24,Wallet,Completed,77030.07
43546,43546,2023-01-07,UPI,Completed,139281.4
43547,43547,2022-10-04,Debit Card,Completed,49487.69
43548,43548,2024-03-04,UPI,Completed,135431.7
43549,43549,2023-08-26,UPI,Completed,12341.13
43550,43550,2022-10-25,Wallet,Completed,119374.11
43551,43551,2024-11-25,UPI,Completed,35527.88
43552,43552,2024-08-17,Debit Card,Completed,52335.94
43553,43553,2025-09-25,Debit Card,Completed,130451.09
43554,43554,2025-01-23,Wallet,Completed,91599.97
43555,43555,2023-08-19,Wallet,Completed,62406.55
43556,43556,2024-06-21,Credit Card,Completed,128896.09
43557,43557,2022-10-05,COD,Completed,13284.65
43558,43558,2026-05-11,UPI,Completed,17248.7
43559,43559,2022-11-08,COD,Completed,122785.7
43560,43560,2022-01-15,Debit Card,Completed,117322.85
43561,43561,2024-06-12,COD,Completed,66718.15
43562,43562,2022-03-19,Debit Card,Completed,40721.38
43563,43563,2022-01-06,Credit Card,Completed,13146.32
43564,43564,2023-06-15,Wallet,Completed,17867.9
43565,43565,2024-05-12,Credit Card,Completed,103949.53
43566,43566,2025-09-27,Credit Card,Completed,78028.08
43567,43567,2024-11-23,Credit Card,Completed,77092.66
43568,43568,2026-02-23,UPI,Completed,7159.75
43569,43569,2025-02-11,Wallet,Completed,13163.71
43570,43570,2025-10-28,Wallet,Completed,16579.32
43571,43571,2023-07-03,UPI,Completed,116604.54
43572,43572,2024-02-22,UPI,Completed,39953.13
43573,43573,2022-05-13,COD,Completed,12774.8
43574,43574,2025-03-30,COD,Completed,139031.18
43575,43575,2024-01-11,Debit Card,Completed,128631.65
43576,43576,2025-10-01,UPI,Completed,14887.13
43577,43577,2024-11-15,Wallet,Completed,72148.77
43578,43578,2024-11-18,Wallet,Completed,120480.89
43579,43579,2022-03-08,COD,Completed,85842.95
43580,43580,2025-01-22,Wallet,Completed,139468.62
43581,43581,2023-10-22,COD,Completed,94221.91
43582,43582,2024-03-26,UPI,Completed,92638.08
43583,43583,2024-03-12,COD,Completed,100337.46
43584,43584,2025-12-07,UPI,Completed,70464.32
43585,43585,2022-05-09,Wallet,Completed,121915.02
43586,43586,2022-01-26,Wallet,Completed,34831.74
43587,43587,2022-02-12,COD,Completed,143199.63
43588,43588,2024-03-20,Wallet,Completed,73338.67
43589,43589,2024-08-29,COD,Completed,98059.18
43590,43590,2024-09-01,Wallet,Completed,45845.29
43591,43591,2024-08-24,Wallet,Completed,80694.08
43592,43592,2025-06-09,COD,Completed,92420.34
43593,43593,2024-02-06,Credit Card,Completed,11069.38
43594,43594,2022-10-03,Credit Card,Completed,131594.18
43595,43595,2023-10-04,COD,Completed,143942.66
43596,43596,2025-11-29,UPI,Completed,2923.08
43597,43597,2026-04-28,COD,Completed,141525.76
43598,43598,2024-03-09,Credit Card,Completed,46533.67
43599,43599,2022-01-19,Credit Card,Completed,119860.82
43600,43600,2026-01-20,UPI,Completed,65033.35
43601,43601,2025-06-30,Wallet,Completed,105215.51
43602,43602,2023-02-06,UPI,Completed,147671.66
43603,43603,2025-09-13,UPI,Completed,104747.26
43604,43604,2025-05-13,Debit Card,Completed,60767.73
43605,43605,2026-03-19,COD,Completed,132198.55
43606,43606,2022-09-30,Wallet,Completed,105882.03
43607,43607,2022-12-12,Debit Card,Completed,48885.11
43608,43608,2024-12-03,Debit Card,Completed,2765.4
43609,43609,2022-09-12,UPI,Completed,102687.09
43610,43610,2022-05-29,COD,Completed,54558.24
43611,43611,2024-05-08,Credit Card,Completed,125230.8
43612,43612,2024-06-14,UPI,Completed,82093.46
43613,43613,2025-09-20,Credit Card,Completed,106448.94
43614,43614,2025-05-22,Credit Card,Completed,58476.22
43615,43615,2022-09-17,COD,Completed,32917.86
43616,43616,2024-07-26,Credit Card,Completed,130911.88
43617,43617,2022-05-16,Credit Card,Completed,139946.66
43618,43618,2023-04-23,Credit Card,Completed,69528.56
43619,43619,2025-11-27,COD,Completed,147596.29
43620,43620,2024-07-04,Debit Card,Completed,104218.35
43621,43621,2024-02-13,Wallet,Completed,18291.24
43622,43622,2024-04-08,Credit Card,Completed,54695.65
43623,43623,2024-09-06,COD,Completed,15304.31
43624,43624,2022-12-19,COD,Completed,34895.95
43625,43625,2025-04-15,COD,Completed,139788.21
43626,43626,2025-04-02,COD,Completed,149674.6
43627,43627,2026-05-11,UPI,Completed,16666.62
43628,43628,2026-03-17,UPI,Completed,106885.26
43629,43629,2026-04-27,Debit Card,Completed,9154.66
43630,43630,2025-01-04,Wallet,Completed,133114.11
43631,43631,2022-12-25,COD,Completed,68383.09
43632,43632,2022-04-16,UPI,Completed,109040.37
43633,43633,2022-07-13,Credit Card,Completed,115941.81
43634,43634,2024-02-29,Debit Card,Completed,24838.64
43635,43635,2022-11-07,Credit Card,Completed,87991.34
43636,43636,2022-11-04,UPI,Completed,31040.14
43637,43637,2024-12-04,Credit Card,Completed,141957.56
43638,43638,2023-07-07,Wallet,Completed,79309.39
43639,43639,2023-02-14,Debit Card,Completed,132154.17
43640,43640,2024-02-04,UPI,Completed,113599.34
43641,43641,2022-02-19,UPI,Completed,107114.59
43642,43642,2022-03-19,Credit Card,Completed,8595.18
43643,43643,2023-01-23,UPI,Completed,58785.14
43644,43644,2022-10-09,Wallet,Completed,146557.04
43645,43645,2023-12-01,UPI,Completed,14167.24
43646,43646,2025-05-30,Wallet,Completed,136056.66
43647,43647,2026-03-08,COD,Completed,17696.02
43648,43648,2022-03-01,Credit Card,Completed,92336.39
43649,43649,2025-08-31,Credit Card,Completed,104489.99
43650,43650,2024-01-22,COD,Completed,9711.29
43651,43651,2025-08-23,Debit Card,Completed,138201.72
43652,43652,2024-02-15,Wallet,Completed,41031.56
43653,43653,2025-06-12,Wallet,Completed,72787.19
43654,43654,2025-12-21,Wallet,Completed,70807.08
43655,43655,2022-11-28,Wallet,Completed,6568.52
43656,43656,2025-10-27,COD,Completed,34900.84
43657,43657,2024-09-26,Credit Card,Completed,86854.39
43658,43658,2022-05-25,Wallet,Completed,148774.55
43659,43659,2025-03-09,Wallet,Completed,127591.73
43660,43660,2025-09-28,Debit Card,Completed,85106.3
43661,43661,2022-09-16,Debit Card,Completed,139807.72
43662,43662,2025-03-20,Wallet,Completed,148025.76
43663,43663,2026-03-12,UPI,Completed,75162.85
43664,43664,2022-12-08,Debit Card,Completed,35118.63
43665,43665,2023-01-26,Wallet,Completed,123981.07
43666,43666,2025-05-07,Debit Card,Completed,148210.69
43667,43667,2022-02-06,Debit Card,Completed,132100.45
43668,43668,2024-08-07,UPI,Completed,20249.07
43669,43669,2023-01-07,Wallet,Completed,105770.61
43670,43670,2024-05-14,Wallet,Completed,138428.22
43671,43671,2023-12-02,COD,Completed,28446.25
43672,43672,2022-08-29,COD,Completed,140842.8
43673,43673,2024-05-06,Debit Card,Completed,142499.76
43674,43674,2022-08-06,Credit Card,Completed,76567.9
43675,43675,2024-07-31,Wallet,Completed,8160.98
43676,43676,2026-01-09,COD,Completed,25885.97
43677,43677,2022-06-14,Debit Card,Completed,8223.08
43678,43678,2023-08-04,UPI,Completed,36958.18
43679,43679,2023-05-26,UPI,Completed,119353.46
43680,43680,2022-05-08,Wallet,Completed,103122.34
43681,43681,2022-08-28,Wallet,Completed,138881.34
43682,43682,2025-10-07,Debit Card,Completed,3250.44
43683,43683,2026-01-29,Debit Card,Completed,67959.89
43684,43684,2022-03-13,Wallet,Completed,41056.15
43685,43685,2024-12-07,COD,Completed,19910.68
43686,43686,2023-04-13,COD,Completed,38469.79
43687,43687,2025-09-09,COD,Completed,77407.18
43688,43688,2024-11-22,Credit Card,Completed,130882.05
43689,43689,2024-10-07,COD,Completed,29012.43
43690,43690,2022-01-22,UPI,Completed,145593.75
43691,43691,2025-11-28,Debit Card,Completed,35580.2
43692,43692,2025-11-25,Wallet,Completed,33130.85
43693,43693,2024-07-21,Debit Card,Completed,14680.85
43694,43694,2026-03-18,Credit Card,Completed,68065.02
43695,43695,2023-03-24,UPI,Completed,102469.8
43696,43696,2026-01-05,Wallet,Completed,123782.8
43697,43697,2023-03-16,Debit Card,Completed,37124.69
43698,43698,2023-12-15,Wallet,Completed,79112.06
43699,43699,2022-08-26,Debit Card,Completed,33576.01
43700,43700,2022-12-15,Credit Card,Completed,41891.88
43701,43701,2024-05-10,COD,Completed,78091.94
43702,43702,2025-12-09,COD,Completed,56486.99
43703,43703,2024-07-15,Credit Card,Completed,2418.52
43704,43704,2025-10-21,COD,Completed,38341.77
43705,43705,2025-03-15,UPI,Completed,75110.02
43706,43706,2024-02-29,Wallet,Completed,119102.26
43707,43707,2025-01-22,Wallet,Completed,130932.22
43708,43708,2023-08-09,COD,Completed,97272.62
43709,43709,2023-08-13,Credit Card,Completed,28014.15
43710,43710,2024-07-26,COD,Completed,40571.7
43711,43711,2022-03-16,COD,Completed,121146.64
43712,43712,2025-08-11,COD,Completed,81240.44
43713,43713,2022-08-11,Debit Card,Completed,127189.44
43714,43714,2025-06-14,UPI,Completed,76741.3
43715,43715,2022-10-01,COD,Completed,69558.32
43716,43716,2024-10-12,UPI,Completed,77864.82
43717,43717,2023-08-21,Credit Card,Completed,126460.79
43718,43718,2025-08-21,Debit Card,Completed,120673.26
43719,43719,2022-01-18,Debit Card,Completed,96157.5
43720,43720,2025-06-28,Debit Card,Completed,32840.47
43721,43721,2025-06-06,UPI,Completed,65057.69
43722,43722,2024-01-31,Credit Card,Completed,123863.31
43723,43723,2023-12-08,Wallet,Completed,143279.1
43724,43724,2024-11-15,Wallet,Completed,19917.62
43725,43725,2024-03-13,Credit Card,Completed,34235.29
43726,43726,2024-10-16,UPI,Completed,80330.81
43727,43727,2025-11-13,UPI,Completed,94240.39
43728,43728,2025-08-19,Wallet,Completed,24980.85
43729,43729,2023-01-12,Credit Card,Completed,100987.95
43730,43730,2023-06-25,Wallet,Completed,36205.29
43731,43731,2022-07-07,UPI,Completed,19646.47
43732,43732,2022-06-23,COD,Completed,92336.43
43733,43733,2023-04-15,Debit Card,Completed,73634.85
43734,43734,2023-02-14,Credit Card,Completed,135276.24
43735,43735,2023-04-19,COD,Completed,127279.79
43736,43736,2023-02-18,COD,Completed,135519.68
43737,43737,2025-07-26,COD,Completed,54915.19
43738,43738,2023-10-21,COD,Completed,127601.08
43739,43739,2022-10-07,Wallet,Completed,8697.29
43740,43740,2023-10-01,Wallet,Completed,86346.28
43741,43741,2025-01-14,COD,Completed,87839.05
43742,43742,2025-02-25,Credit Card,Completed,100076.64
43743,43743,2024-02-04,UPI,Completed,40481.05
43744,43744,2023-09-10,Credit Card,Completed,114602.38
43745,43745,2022-11-20,UPI,Completed,78655.29
43746,43746,2023-02-19,Wallet,Completed,115043.91
43747,43747,2022-08-20,Credit Card,Completed,127783.35
43748,43748,2025-04-20,UPI,Completed,131460.1
43749,43749,2025-05-15,Debit Card,Completed,33073.6
43750,43750,2025-04-04,Credit Card,Completed,47901.49
43751,43751,2025-03-10,Debit Card,Completed,75191.51
43752,43752,2025-04-01,Wallet,Completed,63608.38
43753,43753,2025-01-18,Credit Card,Completed,15884.59
43754,43754,2025-09-03,COD,Completed,56637.82
43755,43755,2022-05-30,Wallet,Completed,34439.98
43756,43756,2025-08-03,Wallet,Completed,91832.3
43757,43757,2023-06-22,UPI,Completed,92781.56
43758,43758,2023-06-28,Debit Card,Completed,62317.02
43759,43759,2023-07-11,COD,Completed,135853.66
43760,43760,2022-09-01,Debit Card,Completed,68043.91
43761,43761,2025-09-21,Credit Card,Completed,50770.28
43762,43762,2022-12-09,Debit Card,Completed,149808.5
43763,43763,2025-11-04,Wallet,Completed,8538.87
43764,43764,2022-11-22,Debit Card,Completed,107119.99
43765,43765,2023-09-26,UPI,Completed,132827.46
43766,43766,2022-01-03,Wallet,Completed,144403.91
43767,43767,2024-04-17,UPI,Completed,129494.78
43768,43768,2026-02-20,UPI,Completed,119370.32
43769,43769,2022-02-18,UPI,Completed,11712.76
43770,43770,2025-01-28,COD,Completed,13013.58
43771,43771,2025-04-11,Credit Card,Completed,26115.0
43772,43772,2022-02-06,Wallet,Completed,96783.86
43773,43773,2023-12-02,Debit Card,Completed,141219.65
43774,43774,2023-07-19,COD,Completed,61309.51
43775,43775,2025-06-18,UPI,Completed,146006.24
43776,43776,2024-03-30,Wallet,Completed,3837.14
43777,43777,2022-09-14,UPI,Completed,45716.06
43778,43778,2024-02-03,COD,Completed,15175.04
43779,43779,2025-04-17,Credit Card,Completed,40939.67
43780,43780,2025-05-30,Credit Card,Completed,43875.83
43781,43781,2025-05-22,Debit Card,Completed,107747.21
43782,43782,2025-10-23,UPI,Completed,22178.52
43783,43783,2025-03-15,COD,Completed,81197.99
43784,43784,2024-07-20,UPI,Completed,147120.45
43785,43785,2022-11-11,Credit Card,Completed,87387.8
43786,43786,2024-04-14,UPI,Completed,77338.13
43787,43787,2022-04-14,Debit Card,Completed,113867.4
43788,43788,2023-08-14,UPI,Completed,90048.72
43789,43789,2024-04-29,Debit Card,Completed,115518.35
43790,43790,2026-04-18,Wallet,Completed,42362.61
43791,43791,2026-02-01,COD,Completed,130735.66
43792,43792,2023-06-09,Credit Card,Completed,117790.52
43793,43793,2024-10-29,Debit Card,Completed,123562.68
43794,43794,2022-03-21,COD,Completed,381.46
43795,43795,2023-08-20,Debit Card,Completed,79117.01
43796,43796,2024-11-17,UPI,Completed,46901.05
43797,43797,2025-02-17,Wallet,Completed,27205.62
43798,43798,2024-01-07,Credit Card,Completed,143054.43
43799,43799,2026-02-24,Wallet,Completed,110594.28
43800,43800,2024-11-03,Debit Card,Completed,141437.25
43801,43801,2024-06-04,Debit Card,Completed,18711.67
43802,43802,2025-06-05,COD,Completed,66375.35
43803,43803,2022-09-07,Wallet,Completed,110803.88
43804,43804,2024-03-26,Wallet,Completed,124867.49
43805,43805,2025-03-17,Debit Card,Completed,27825.09
43806,43806,2024-10-15,UPI,Completed,144555.88
43807,43807,2023-09-06,COD,Completed,44560.83
43808,43808,2024-01-28,UPI,Completed,45531.82
43809,43809,2025-07-27,Credit Card,Completed,80469.92
43810,43810,2023-05-19,Debit Card,Completed,58750.55
43811,43811,2025-08-31,UPI,Completed,23490.31
43812,43812,2024-09-18,Debit Card,Completed,80060.08
43813,43813,2024-10-17,UPI,Completed,3263.45
43814,43814,2025-12-20,Credit Card,Completed,107677.44
43815,43815,2022-04-23,COD,Completed,118350.92
43816,43816,2024-08-03,Credit Card,Completed,1941.96
43817,43817,2024-01-02,Debit Card,Completed,107579.96
43818,43818,2026-05-06,COD,Completed,12698.81
43819,43819,2022-01-10,Credit Card,Completed,145347.81
43820,43820,2025-03-28,UPI,Completed,67780.36
43821,43821,2026-05-15,Debit Card,Completed,119270.09
43822,43822,2023-08-02,UPI,Completed,25754.02
43823,43823,2022-01-18,Debit Card,Completed,92114.37
43824,43824,2025-02-26,Credit Card,Completed,137395.93
43825,43825,2023-08-10,Debit Card,Completed,109193.36
43826,43826,2026-02-20,COD,Completed,143919.72
43827,43827,2024-09-27,UPI,Completed,26339.5
43828,43828,2023-03-16,UPI,Completed,20971.43
43829,43829,2022-04-28,Credit Card,Completed,52067.18
43830,43830,2025-09-30,COD,Completed,117927.03
43831,43831,2024-05-27,Debit Card,Completed,47887.95
43832,43832,2024-12-27,UPI,Completed,22864.12
43833,43833,2023-09-12,Wallet,Completed,147399.64
43834,43834,2022-02-12,UPI,Completed,62058.26
43835,43835,2026-04-21,Credit Card,Completed,146893.46
43836,43836,2022-10-29,COD,Completed,26264.91
43837,43837,2022-01-18,Debit Card,Completed,132215.79
43838,43838,2025-01-02,COD,Completed,94550.81
43839,43839,2024-05-23,UPI,Completed,44561.64
43840,43840,2024-06-27,UPI,Completed,40124.96
43841,43841,2022-09-23,COD,Completed,79336.36
43842,43842,2024-04-03,COD,Completed,137166.63
43843,43843,2026-05-12,Debit Card,Completed,62224.41
43844,43844,2025-06-18,Debit Card,Completed,22771.19
43845,43845,2024-07-25,Credit Card,Completed,139430.21
43846,43846,2026-01-16,UPI,Completed,125868.27
43847,43847,2023-01-28,UPI,Completed,144666.66
43848,43848,2024-05-19,UPI,Completed,97916.93
43849,43849,2023-01-30,UPI,Completed,93220.72
43850,43850,2022-01-19,Debit Card,Completed,135599.03
43851,43851,2023-06-25,Debit Card,Completed,88865.45
